SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,option No.,Remarks_1
206,207,All India,"Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
207,208,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
208,209,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
209,210,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
210,211,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
211,212,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
212,213,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
213,214,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
214,215,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,"Not
Reported",All India,"University College of
Medical Sciences,
New Delhi",MBBS,Open,GN,3,"Fresh Allotted
in 2nd Round"
215,216,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
216,217,All India,"MEDICAL COLLEGE,
KOLKATA",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
217,218,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
218,219,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
219,220,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
220,221,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
221,222,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
222,223,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Open,GN,1,Upgraded
223,224,All India,"Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
224,225,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
225,226,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
226,227,All India,"GOVT. MEDICAL
COLLEGE,
KOZHIKODE",MBBS,Reported,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Open,GN,1,Upgraded
227,228,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
228,229,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
229,230,All India,"S.M.S. MEDICAL
COLLEGE, JAIPUR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
230,232,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
231,233,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
232,234,All India,"MEDICAL COLLEGE,
KOLKATA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
233,235,All India,"S.M.S. MEDICAL
COLLEGE, JAIPUR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
234,236,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
235,237,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
236,238,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
237,239,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
238,240,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
239,241,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
240,242,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
241,243,"Open Seat
Quota","AIIMS, Nagpur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
242,244,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
243,245,All India,"Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
244,246,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
245,247,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
246,248,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
247,249,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
248,250,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
249,251,"Open Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
250,252,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
251,253,All India,"Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
252,254,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
253,255,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
254,256,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,"Open Seat
Quota","AIIMS, New Delhi",MBBS,OBC,OBC,1,Upgraded
255,257,"Open Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
256,258,All India,"Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
257,259,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
258,260,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
259,261,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
260,262,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
261,263,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
262,264,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
263,265,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
264,266,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
265,267,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
266,268,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
267,269,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
268,270,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
269,271,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
270,272,All India,"BAHIRAMJEE
JIJIBHAI MEDICAL
COLLGE, PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
271,273,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
272,274,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
273,275,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
274,276,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
275,277,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
276,278,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
277,279,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
278,280,All India,"Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
279,281,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
280,282,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
281,283,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
282,284,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
283,285,All India,"S.M.S. MEDICAL
COLLEGE, JAIPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
284,286,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
285,287,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
286,288,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
287,289,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
288,290,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
289,291,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
290,292,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
291,293,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
292,294,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
293,295,All India,"Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
294,296,All India,"Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
295,297,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
296,298,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
297,299,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
298,300,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
299,301,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
300,302,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
301,303,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
302,304,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
303,305,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
304,306,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
305,307,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
306,308,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
307,309,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
308,311,All India,"GOVERNMENT
MEDICAL COLLEGE
AND HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
309,312,All India,"Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
310,313,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
311,314,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
312,315,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
313,316,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
314,317,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
315,318,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
316,319,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
317,320,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
318,321,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
319,322,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
320,323,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
321,324,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
322,325,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
323,326,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
324,327,All India,"MEDICAL COLLEGE,
KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
325,328,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
326,329,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
327,330,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
328,331,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
329,332,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
330,333,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
331,334,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
332,335,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
333,336,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
334,337,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
335,338,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
336,339,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
337,340,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
338,341,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
339,342,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
340,343,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
341,344,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
342,345,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
343,346,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
344,347,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
345,348,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
346,349,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
347,350,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
348,351,All India,"GOVERNMENT
MEDICAL COLLEGE
AND HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
349,352,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
350,353,All India,"BAHIRAMJEE
JIJIBHAI MEDICAL
COLLGE, PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
351,354,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
352,355,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
353,356,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
354,357,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
355,358,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,"Not
Reported","Open Seat
Quota","AIIMS-Bhopal,",MBBS,Open,GN,1,"Fresh Allotted
in 2nd Round"
356,359,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
357,360,All India,"MADRAS MEDICAL
COLLEGE, CHENNAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
358,361,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
359,362,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
360,363,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
361,364,All India,"BAHIRAMJEE
JIJIBHAI MEDICAL
COLLGE, PUNE",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
362,365,All India,"University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
363,366,All India,"GOVERNMENT
MEDICAL COLLEGE
AND HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
364,367,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
365,368,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
366,369,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
367,370,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
368,371,All India,"Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
369,372,All India,"Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,All India,"Maulana Azad
Medical College, New
Delhi",MBBS,OBC,OBC,2,Upgraded
370,373,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
371,374,All India,"Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
372,375,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
373,376,All India,"GOVERNMENT
MEDICAL COLLEGE
AND HOSPITAL,
CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
374,377,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
375,378,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
376,379,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Open,EWS,3,Upgraded
377,380,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
378,381,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
379,382,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
380,383,"IP
University
Quota","Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
381,384,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
382,385,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
383,386,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
384,387,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
385,388,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
386,389,All India,"B.J. MEDICAL
COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
387,390,All India,"University College of
Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
388,391,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
389,392,"Open Seat
Quota","JIPMER
PUDUCHERRY",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
390,393,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
391,394,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
392,395,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
393,397,All India,"SETH G.S. MEDICAL
COLLEGE, MUMBAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
394,398,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
395,399,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
396,400,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
397,401,All India,"Vardhman Mahavir
Medical College and
Safdarjung Hospital
New Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
398,402,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
399,403,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
400,404,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
401,405,All India,"GOVT. MEDICAL
COLLEGE,
KOZHIKODE",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
402,406,"Open Seat
Quota","AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
403,407,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
404,408,"Open Seat
Quota","AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
405,410,"Open Seat
Quota","AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
