SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Remarks_1,Allotted Quota_2,"Allotte
d
Institu
te",Course_2,Allotted Category,"candidat
e
Category","option
No.",Remarks_2
3335,4052,All India,"S.N. MEDICAL
COLLEGE,
AGRA",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3336,4055,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3337,4056,All India,"NILRATAN
SIRKAR
MEDICAL
COLLEGE,
KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3338,4059,"Open
Seat
Quota","AIIMS Bilaspur
Changar
Palasiyan,
Himachal
Pradesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3339,4060,All India,"Government
Medical College,
Omandurar",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3340,4061,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3341,4062,"Open
Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3342,4063,"Open
Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3343,4065,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3344,4066,All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3345,4067,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,Reported,All India,"NILRATAN
SIRKAR
MEDICAL
COLLEGE,
KOLKATA",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3346,4068,All India,"DR.S.N.
MEDICAL
COLLEGE,
JODHPUR",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3347,4070,"Open
Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,"Not
Reported",All India,"Gandhi Medical
College
Musheerabad
Secunderabad",MBBS,Reported,All India,"Bangalor
e
Medical
College
and
Researc
h
Institute,
K R
ROAD
FORT
BENGAL
URU,
Karnatak
a,
560002",MBBS,OBC,OBC,11,Upgraded
3348,4072,All India,"DR.S.N.
MEDICAL
COLLEGE,
JODHPUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3349,4073,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,"Not
Reported","Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,All India,"RUHS
College
of
Medical
Sciences
,
Jaipur,R
UHS
COLLEG
E OF
MEDICA
L
SCIENC
ES,
SECTOR
-11,
PRATAP
NAGAR,
SANGAN
ER,
JAIPUR
302033,
Rajastha
n,
302033",MBBS,Open,GN,19,Upgraded
3350,4075,-,-,-,-,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3351,4076,All India,"Govt Medical
College,
Ernakulam",MBBS,"Not
Reported",All India,"GOVT.MEDICAL
COLLEGE,
THRISSUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3352,4077,"IP
Universit
y Quota","Atal Bihari
Vajpayee
Institute of
Medical
Sciences & DR
RML HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3353,4078,All India,"ESIC Medical
College,
Hyderbad",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3354,4079,-,-,-,-,All India,"PT. B.D.
SHARMA
PGIMS,
ROHTAK",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3355,4081,All India,"SARDAR PATEL
MEDICAL
COLLEGE,
BIKANER",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3356,4083,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3357,4084,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3358,4085,All India,"B.J. Government
Medical College,
Pune",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,All India,"Dr Ram
Manohar
Lohia
Inst. of
Med.
Sce.,
Lucknow,
Vibhuti
Khand
Gomti
Nagar
Lucknow,
Uttar
Pradesh,
226010",MBBS,Open,OBC,19,Upgraded
3359,4086,"Open
Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3360,4087,All India,"L.L.R.M.
MEDICAL
COLLEGE,
MEERUT",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3361,4088,All India,"Hinduhridayasa
mrat Balasaheb
Thackeray
Medical College
and Dr. R. N.
Cooper
Municipal
General Hospital,
Maharashtra",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3362,4090,All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported",All India,"GOVT.MEDICAL
COLLEGE,THIR
UVANANTHAPU
RAM",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3363,4091,All India,"INDIRA GANDHI
MEDICAL
COLL., SHIMLA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3364,4094,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3365,4095,All India,"MOTI LAL
NEHRU
MEDICAL COLL,
ALLAHABAD",MBBS,Reported,"Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3366,4096,All India,"RAJENDRA
INST. OF MED.
SCI., RANCHI",MBBS,Reported,All India,"Dr Ram Manohar
Lohia Inst. of
Med. Sce.,
Lucknow",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3367,4097,"Open
Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,"Not
Reported","Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3368,4098,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3369,4100,All India,"SARDAR PATEL
MEDICAL
COLLEGE,
BIKANER",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Rai Bareli",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3370,4101,"Open
Seat
Quota","AIIMS, Madurai",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3371,4102,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3372,4104,All India,"K.A.P.
VISWANATHAM
G.M.C.,TIRUCHI
RAPALLI",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Madurai",MBBS,Reported,"Open
Seat
Quota","JIPMER
KARAIK
AL,Dhan
vantari
Nagar
Gorimed
u
Puduche
rry
605006,
Puduche
rry,
605006",MBBS,Open,GN,2,Upgraded
3373,4105,-,-,-,-,All India,"Darbhanga
Medical College,
Laheriasarai",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3374,4106,All India,"RAJIV GANDHI
MEDICAL
COLLEGE,
THANE",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3375,4107,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3376,4108,-,-,-,-,"Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3377,4110,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3378,4112,All India,"DR.S.N.
MEDICAL
COLLEGE,
JODHPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3379,4113,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,"Open
Seat
Quota","Jawaharl
al Nehru
Medical
College,
AMU,ALI
GARH,A
LIGARH
MUSLIM
UNIVER
SITY,
ALIGAR
H, Uttar
Pradesh,
202002",MBBS,Open,GN,1,Upgraded
3380,4117,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3381,4118,All India,"S.C.B. MEDICAL
COLLEGE,
CUTTACK",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3382,4120,All India,"PT. B.D.
SHARMA
PGIMS,
ROHTAK",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3383,4121,All India,"RAJIV GANDHI
MEDICAL
COLLEGE,
THANE",MBBS,"Not
Reported",All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3384,4122,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3385,4124,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,Reported,"Open Seat
Quota","AIIMS, Rai Bareli",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3386,4125,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,"Not
Reported","Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3387,4126,-,-,-,-,All India,"ESIC Medical
College,
Hyderbad",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3388,4127,All India,"KARNATAK
INST. OF
MEDICAL
SC.,HUBLI",MBBS,"Not
Reported",All India,"Osmania Medical
College Koti",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3389,4128,All India,"INDIRA GANDHI
MEDICAL
COLL., SHIMLA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3390,4130,All India,"INST OF PG
MED EDU &
RESEARCH,KO
LKATA",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3391,4132,All India,"M.P. SHAH
MEDICAL
COLLEGE,
JAMNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3392,4133,All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3393,4134,All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3394,4136,All India,"G.S.V.M.
MEDICAL
COLLEGE,
KANPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3395,4137,All India,"S.C.B. MEDICAL
COLLEGE,
CUTTACK",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3396,4138,All India,"NETAJI
SUBHASH
CHANDRA
BOSE
MC,JABALPUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3397,4139,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3398,4140,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3399,4141,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3400,4143,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,Reported,"Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3401,4144,All India,"PATNA
MEDICAL
COLLEGE,
PATNA",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3402,4145,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3403,4146,All India,"GUWAHATI
MEDICAL
COLLEGE,
GUWAHATI",MBBS,Reported,"Open Seat
Quota",AIIMS Guwahati,MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3404,4149,All India,"L.L.R.M.
MEDICAL
COLLEGE,
MEERUT",MBBS,"Not
Reported",All India,"L.L.R.M.
MEDICAL
COLLEGE,
MEERUT",MBBS,"Seat
Surrende
red",All India,"L.L.R.M.
MEDICA
L
COLLEG
E,
MEERUT
,LALA
LAJPAT
RAI
MEMORI
AL,
MEDICA
L
COLLEG
E, GARH
ROAD,
MEERUT
, Uttar
Pradesh,
250004",MBBS,Open,GN,13,"Fresh
Allotted in
3nd
Round"
3405,4150,All India,"MYSORE
MED.&
RESEARCH
INST. MYSORE",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3406,4151,"Open
Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3407,4152,All India,"L.L.R.M.
MEDICAL
COLLEGE,
MEERUT",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3408,4153,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3409,4157,-,-,-,-,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3410,4158,All India,"Govt Medical
College,
Ernakulam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3411,4159,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3412,4160,All India,"MOTI LAL
NEHRU
MEDICAL COLL,
ALLAHABAD",MBBS,Reported,All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,Reported,All India,"GRANT
MEDICA
L COLL
& SIR
J.J.HOS
P,MUMB
AI,Sir JJ
Group of
Hospital
Compou
nd, Sir JJ
Road,
Byculla
Mumbai,
Maharas
htra,
400008",MBBS,Open,GN,15,Upgraded
3413,4162,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3414,4163,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3415,4164,"Open
Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Kalyani",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3416,4165,"Open
Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3417,4168,"Open
Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3418,4170,All India,"S.C.B. MEDICAL
COLLEGE,
CUTTACK",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3419,4171,"Open
Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",All India,"SARDAR PATEL
MEDICAL
COLLEGE,
BIKANER",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3420,4174,-,-,-,-,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3421,4175,All India,"MOTI LAL
NEHRU
MEDICAL COLL,
ALLAHABAD",MBBS,Reported,All India,"Dr Ram Manohar
Lohia Inst. of
Med. Sce.,
Lucknow",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3422,4176,-,-,-,-,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
3423,4178,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",All India,"RUHS College of
Medical
Sciences, Jaipur",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3424,4179,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3425,4181,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3426,4182,"Open
Seat
Quota","AIIMS, Madurai",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3427,4186,-,-,-,-,"Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3428,4188,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,"Not
Reported",All India,"Dr Ram Manohar
Lohia Inst. of
Med. Sce.,
Lucknow",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3429,4190,All India,"MEDICAL
COLLEGE,
KOLKATA",MBBS,"Not
Reported","Open Seat
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,"Open
Seat
Quota","AIIMS,
Kalyani,
NH-34
Connect
or,
Basantap
ur,
Saguna,
Kalyani,
741245,
West
Bengal,
India,
West
Bengal,
741245",MBBS,EWS,EWS,16,Upgraded
3430,4191,All India,"INDIRA GANDHI
MEDICAL
COLL., SHIMLA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3431,4192,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3432,4194,All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
3433,4196,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3434,4198,All India,"MAHARAJA K.C.
GAJAPATI
M.C.,BRAHMAP
UR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3435,4199,-,-,-,-,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3436,4200,-,-,-,-,All India,"DR.S.N.
MEDICAL
COLLEGE,
JODHPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3437,4202,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,"Not
Reported",All India,"RUHS College of
Medical
Sciences, Jaipur",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3438,4203,All India,"MEDICAL
COLLEGE,
BARODA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3439,4204,All India,"PATNA
MEDICAL
COLLEGE,
PATNA",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
3440,4206,All India,"GRANT
MEDICAL COLL
& SIR
J.J.HOSP,MUMB
AI",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Rai Bareli",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3441,4207,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3442,4208,All India,"PT. B.D.
SHARMA
PGIMS,
ROHTAK",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3443,4209,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3444,4213,All India,"Dr. B.R.
Ambedkar State
Institute of
Medical
Sciences",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3445,4214,All India,"Shri Atal Bihari
Vajpayee
Medical College
& Research
Institute,
Bengaluru",MBBS,"Not
Reported",All India,"Shri Atal Bihari
Vajpayee
Medical College
& Research
Institute,
Bengaluru",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3446,4215,"Delhi
Universit
y Quota","Maulana Azad
Medical College,
New Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3447,4216,-,-,-,-,All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
3448,4218,-,-,-,-,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3449,4220,"Open
Seat
Quota","AIIMS, Madurai",MBBS,Reported,-,-,-,-,"Open
Seat
Quota","AIIMS,
Deogarh
,AIIMS
Deoghar
Devipur,
Jharkhan
d
India,
PIN -
814152,
Jharkhan
d,
814152",MBBS,Open,GN,3,Upgraded
3450,4222,All India,"INDIRA GANDHI
MEDICAL
COLL., SHIMLA",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3451,4223,All India,"DR.S.N.
MEDICAL
COLLEGE,
JODHPUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3452,4224,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3453,4225,All India,"Shri Atal Bihari
Vajpayee
Medical College
& Research
Institute,
Bengaluru",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3454,4227,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3455,4228,All India,"R.N.T. MEDICAL
COLLEGE,
UDAIPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3456,4229,All India,"MADURAI
MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3457,4232,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3458,4234,All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3459,4236,All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3460,4240,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,"Open Seat
Quota","AIIMS, Bibi
Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3461,4241,All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
3462,4242,All India,"Gulbarga
Institute of
Medical
Sciences,
Gulbarga",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3463,4243,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3464,4244,"Open
Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported","Open Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
3465,4245,"Open
Seat
Quota","AIIMS, Deogarh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3466,4246,"Delhi
Universit
y Quota","Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3467,4248,All India,"GOVT. KILPAUK
MEDICAL
COLLEGE,CHE
NNAI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
3468,4249,-,-,-,-,All India,"GOVT.
MEDICAL
COLLEGE,
NAGPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
3469,4250,"Open
Seat
Quota",AIIMS Guwahati,MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
3470,4251,"IP
Universit
y Quota","Vardhman
Mahavir Medical
College and
Safdarjung
Hospital New
Delhi, VMMC",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
