SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
228,230,AIQ,Osmania Medical College Koti,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
229,231,JNO,JIPMER PUDUCHERRY,MBBS,Not Reported,JNO,JIPMER PUDUCHERRY,MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
230,232,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
231,233,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
232,235,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
233,236,AMS,"AIIMS-Bhopal,",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
234,237,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
235,238,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
236,239,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
237,240,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
238,241,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
239,242,AIQ,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
240,243,AIQ,"University College of Medical Sciences,
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
241,244,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
242,245,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
243,246,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
244,247,-,-,-,-,AIQ,"GOVT. MEDICAL COLLEGE,
KOTTAYAM",MBBS,GN,GNNO,3,Fresh Allotted in 2nd Round,
245,248,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
246,249,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
247,250,AIQ,"GOVT.MEDICAL
COLLEGE,THIRUVANANTHAPURAM",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
248,251,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
249,252,AMS,AIIMS Bathinda,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
250,253,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
251,254,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
252,255,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
253,256,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
254,257,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
255,258,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
256,259,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
257,260,AIQ,"GOVT.MEDICAL
COLLEGE,THIRUVANANTHAPURAM",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
258,261,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
259,262,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
260,263,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
261,264,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
262,265,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
263,266,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
264,267,AIQ,"GOVERNMENT MEDICAL COLLEGE,
SURAT",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
265,268,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
266,269,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
267,270,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
268,271,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
269,273,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
270,274,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
271,275,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
272,276,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
273,277,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
274,278,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
275,279,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
276,280,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
277,282,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
278,283,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
279,284,AIQ,"GOVT. MEDICAL COLLEGE,
KOZHIKODE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
280,285,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
281,286,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
282,287,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
283,288,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
284,289,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
285,290,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
286,291,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
287,292,AIQ,"University College of Medical Sciences,
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
288,293,AIQ,"Gandhi Medical College Musheerabad
Secunderabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
289,294,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
290,295,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
291,296,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
292,297,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
293,298,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
294,299,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
295,300,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
296,301,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
297,302,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
298,303,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
299,304,AMS,AIIMS Mangalagiri,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
300,305,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
301,306,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
302,307,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
303,308,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
304,310,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
305,311,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
306,312,AMS,"AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
307,313,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
308,314,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
309,315,JNO,JIPMER PUDUCHERRY,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
310,316,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
311,317,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
312,318,AIQ,"MADRAS MEDICAL COLLEGE,
CHENNAI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
313,319,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
314,320,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
315,321,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
316,322,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
317,323,JNO,JIPMER PUDUCHERRY,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
318,324,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,AIQ,"University College of Medical Sciences,
Delhi",MBBS,GN,GNNO,4,Upgraded,
319,325,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
320,326,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
321,327,AIQ,"MADRAS MEDICAL COLLEGE,
CHENNAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
322,328,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
323,329,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
324,330,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
325,331,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
326,333,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
327,334,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
328,335,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
329,336,AIQ,"GOVT.MEDICAL
COLLEGE,THIRUVANANTHAPURAM",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
330,337,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
331,338,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
332,339,AMS,"AIIMS, Bhubaneswar",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Did not fill up fresh choices.,
333,340,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
334,341,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
335,342,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
336,343,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
337,344,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
338,345,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
339,346,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
340,347,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
341,348,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
342,349,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
343,350,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
344,351,AMS,"AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
345,352,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
346,353,AIQ,"BANGALORE MED.
COLLEGE,BANGALORE",MBBS,Reported,AMS,"AIIMS-Bhopal,",MBBS,GN,GNNO,2,Upgraded,
347,354,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
348,355,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
349,356,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
350,357,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
351,358,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
352,359,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
353,360,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
354,361,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
355,362,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
356,363,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,AMS,"AIIMS, Jodhpur",MBBS,GN,EW NO,1,Upgraded,
357,364,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
358,365,AIQ,"BANGALORE MED.
COLLEGE,BANGALORE",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
359,366,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
360,367,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
361,368,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
362,369,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
363,370,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
364,371,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
365,372,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
366,373,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
367,374,AIQ,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
368,375,AIQ,"BANGALORE MED.
COLLEGE,BANGALORE",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
369,376,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
370,377,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
371,378,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
372,379,AIQ,"Gandhi Medical College Musheerabad
Secunderabad",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
373,380,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
374,381,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
375,382,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
376,383,AMS,AIIMS Mangalagiri,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
377,384,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
378,385,AMS,"AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
379,386,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
380,387,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,No Upgradation,
381,388,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
382,389,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
383,390,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
384,391,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
385,392,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
386,393,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
387,394,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
388,396,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
389,397,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
390,398,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
391,399,JNO,JIPMER PUDUCHERRY,MBBS,Seat Cancelled,AMS,"AIIMS, Bhubaneswar",MBBS,GN,GNNO,3,Fresh Allotted in 2nd Round,
392,400,AIQ,"LADY HARDINGE MEDICAL COLLEGE,
NEW DELHI",MBBS,Not Reported,AIQ,"INDIRA GANDHI MEDICAL COLL.,
SHIMLA",MBBS,GN,GNNO,3,Fresh Allotted in 2nd Round,
393,401,AIQ,"Pt. D.D.U MEDICAL COLLEGE,
RAJKOT",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Did not fill up fresh choices.,
394,402,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
395,403,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
396,404,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
397,405,AON,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
398,406,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
399,407,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
400,408,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
401,409,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
402,410,AIQ,"MADRAS MEDICAL COLLEGE,
CHENNAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
403,411,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
404,412,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
405,413,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
406,414,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
407,415,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
408,416,AIQ,"University College of Medical Sciences,
Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
409,417,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
410,418,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
411,419,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
412,420,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
413,421,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
414,422,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
415,423,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
416,424,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
417,425,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
418,426,AIQ,"GOVERNMENT MEDICAL COLLEGE,
SURAT",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
419,427,JNO,JIPMER PUDUCHERRY,MBBS,Not Reported,AMS,"AIIMS-Bhopal,",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
420,428,AIQ,"SETH G.S. MEDICAL COLLEGE,
MUMBAI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
421,429,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
422,430,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
423,431,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
424,432,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
425,433,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
426,434,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
427,435,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
428,436,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
429,437,AMS,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
430,438,AIQ,"GOVT. MEDICAL COLLEGE,
KOZHIKODE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
431,439,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
432,440,JNO,JIPMER PUDUCHERRY,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
433,441,AMS,"AIIMS, Jodhpur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
434,442,AIQ,"BAHIRAMJEE JIJIBHAI MEDICAL
COLLGE, PUNE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
435,443,AIQ,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
436,444,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
437,445,AIQ,"GOVERNMENT MEDICAL COLLEGE
AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
438,446,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,Reported,AIQ,"MAULANA AZAD MEDICAL COLLEGE,
NEW DELHI",MBBS,EW NO,EW NO,2,Upgraded,
439,447,AIQ,"University College of Medical Sciences,
Delhi",MBBS,Reported,AIQ,"VMMC AND SAFDARJUNG HOSPITAL,
NEW DELHI",MBBS,EW NO,EW NO,3,Upgraded,
440,448,AIQ,"DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
441,449,AMS,"AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
442,450,JNO,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
443,451,AMS,"AIIMS-Bhopal,",MBBS,Reported,JNO,JIPMER PUDUCHERRY,MBBS,OBC,OBC,2,Upgraded,
